Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Count,Modified
10224510,2,,10160577,2012-04-19T08:41:12,,0,,1296169,,,,,2012-04-19T08:41:12,,0,,,,1,1
46911704,2,,46910823,2017-10-24T13:21:20,,0,,4004175,,,,,2017-10-24T13:21:20,,2,,,2017-10-24T13:21:20,3,1
30925157,2,,30910834,2015-06-18T20:24:42,,1,,3744182,,3744182,,2016-05-16T17:03:11,2016-05-16T17:03:11,,0,,,,4,1
5871910,2,,5871707,2011-05-03T15:30:28,,0,,605473,,,,,2011-05-03T15:30:28,,2,,,,3,1
13492702,1,,,2012-11-21T11:54:33,,0,66,1017882,,1017882,,2012-11-21T12:00:32,2013-03-22T13:36:33,1,0,,,,3,1
15655668,2,,15502810,2013-03-27T09:40:39,,0,,1138490,,,,,2013-03-27T09:40:39,,0,,,,1,1
42280719,2,,42277756,2017-02-16T17:20:57,,4,,4090959,,4090959,,2017-02-16T17:26:48,2017-02-16T17:26:48,,0,,,,2,1
25315728,2,,25315575,2014-08-14T19:02:57,,0,,264794,,264794,,2014-08-14T19:12:47,2014-08-14T19:12:47,,1,,,,3,1
30846315,1,,,2015-06-15T13:22:01,,0,59,4784432,,2521004,,2015-06-15T14:03:31,2015-06-15T14:18:13,1,1,,,,4,1
22402134,2,,22399069,2014-03-14T10:17:31,,0,,3306975,,361205,,2014-03-14T10:39:39,2014-03-14T10:39:39,,0,,,,2,1
17790521,2,,17717546,2013-07-22T14:45:13,,3,,1283394,,,,,2013-07-22T14:45:13,,0,,,,1,1
37497733,1,,,2016-05-28T10:11:51,,-1,323,6391766,,4014959,,2016-05-28T11:12:38,2016-05-28T11:31:04,3,1,,,,6,1
21514000,2,,21513861,2014-02-02T17:49:37,,1,,3260013,,,,,2014-02-02T17:49:37,,1,,,,2,1
40364137,2,,40362541,2016-11-01T16:18:10,,0,,4662189,,4662189,,2016-11-01T20:36:02,2016-11-01T20:36:02,,2,,,,5,1
34533912,2,,34533666,2015-12-30T17:07:55,,0,,5701106,,-1,,2017-05-23T12:15:04,2015-12-30T17:07:55,,0,,,,2,1
24301786,1,,,2014-06-19T08:15:14,,0,34,3397150,,366346,,2014-06-19T09:17:06,2014-06-20T14:11:38,1,0,,,,2,1
30151847,1,,,2015-05-10T13:13:50,,2,1943,2616923,,1790982,,2015-05-12T13:33:29,2017-02-04T20:24:19,2,2,1,,,6,1
45416382,1,,,2017-07-31T12:47:44,,0,71,965094,,965094,,2017-08-01T12:01:30,2017-08-01T12:01:30,0,7,,,,15,1
14321188,1,14356193,,2013-01-14T15:17:30,,0,788,1116757,,-1,,2017-05-23T12:27:42,2013-01-16T10:25:49,1,0,,,,3,1
10472830,2,,10472797,2012-05-06T17:57:39,,0,,884995,,,,,2012-05-06T17:57:39,,0,,,,1,1
47180016,2,,39576428,2017-11-08T12:41:31,,0,,8667908,,,,,2017-11-08T12:41:31,,0,,,,1,1
13300296,2,,11572753,2012-11-09T00:26:25,,0,,1265340,,,,,2012-11-09T00:26:25,,0,,,,1,1
20780563,2,,20780213,2013-12-26T06:57:50,,0,,2923734,,,,,2013-12-26T06:57:50,,0,,,,1,1
20356904,2,,20356653,2013-12-03T16:47:27,,0,,1498493,,,,,2013-12-03T16:47:27,,0,,,,1,1
40719684,2,,40719471,2016-11-21T12:00:22,,2,,3565885,,,,,2016-11-21T12:00:22,,2,,,,3,1
43782310,1,,,2017-05-04T11:59:07,,0,210,4245446,,4245446,,2017-05-05T06:32:52,2017-05-12T17:57:26,1,8,,,,11,1
5506607,2,,5506217,2011-03-31T21:32:31,,0,,479863,,,,,2011-03-31T21:32:31,,0,,,,1,1
44306902,1,,,2017-06-01T11:57:29,,1,97,1898365,,,,,2017-06-01T11:57:29,0,1,,,,3,1
14319887,2,,14319704,2013-01-14T14:01:40,,0,,1598536,,,,,2013-01-14T14:01:40,,0,,,,1,1
43099003,2,,43098733,2017-03-29T16:20:49,,0,,3507061,,,,,2017-03-29T16:20:49,,1,,,,2,1
50087361,2,,50087346,2018-04-29T13:56:15,,1,,3732271,,3732271,,2018-04-29T14:10:02,2018-04-29T14:10:02,,0,,,,3,1
17879178,2,,17879100,2013-07-26T10:36:10,,0,,2617117,,,,,2013-07-26T10:36:10,,0,,,,1,1
11088257,2,,11088025,2012-06-18T17:48:38,,2,,157142,,,,,2012-06-18T17:48:38,,4,,,,5,1
3278786,2,,3278760,2010-07-19T06:06:23,,0,,393564,,,,,2010-07-19T06:06:23,,2,,,,3,1
23119934,1,23120224,,2014-04-16T20:54:59,,0,101,2804676,,671543,,2014-04-16T20:57:15,2014-04-16T21:11:30,1,10,,,,14,1
36868962,1,36869074,,2016-04-26T15:12:06,,0,50,1509129,,829571,,2016-04-26T16:07:49,2016-04-26T16:15:17,2,2,,,,5,1
42021320,2,,42020676,2017-02-03T09:48:45,,0,,4482269,,,,,2017-02-03T09:48:45,,0,,,,1,1
12293056,2,,12239927,2012-09-06T04:37:02,,0,,726863,,,,,2012-09-06T04:37:02,,0,,,,1,1
4868280,2,,409563,2011-02-01T21:42:34,,0,,71666,,,,,2011-02-01T21:42:34,,0,,,2011-02-01T21:42:34,1,1
11936448,1,,,2012-08-13T14:33:40,,0,172,1048475,,,,,2012-08-13T14:33:40,0,2,,,,4,1
23364670,2,,23364385,2014-04-29T12:27:24,,1,,948550,,948550,,2014-04-29T20:00:33,2014-04-29T20:00:33,,0,,,,2,1
16727405,2,,16719373,2013-05-24T03:51:35,,0,,950178,,,,,2013-05-24T03:51:35,,1,,,,2,1
5789193,1,5791806,,2011-04-26T10:48:05,,2,4724,157880,,538718,,2011-04-26T14:08:27,2018-04-06T13:53:56,2,0,2,,,2,1
23937661,2,,23077958,2014-05-29T16:00:25,,0,,212078,,-1,,2017-05-23T11:51:32,2014-05-29T16:00:25,,0,,,,2,1
11964270,2,,11963950,2012-08-15T04:49:44,,0,,2063124,,2063124,,2012-08-15T16:43:57,2012-08-15T16:43:57,,11,,,,14,1
10617194,2,,5562530,2012-05-16T11:03:57,,0,,732571,,,,,2012-05-16T11:03:57,,0,,,,1,1
20784973,2,,19311273,2013-12-26T12:36:37,,0,,1677912,,,,,2013-12-26T12:36:37,,1,,,,2,1
14391813,2,,14391495,2013-01-18T03:07:40,,1,,17489,,,,,2013-01-18T03:07:40,,0,,,,1,1
34325776,2,,18110852,2015-12-17T02:45:19,,0,,3566960,,,,,2015-12-17T02:45:19,,1,,,,2,1
32875918,2,,32875648,2015-09-30T21:27:13,,0,,2215738,,,,,2015-09-30T21:27:13,,5,,,,6,1
11469577,2,,11468885,2012-07-13T11:26:28,,2,,357693,,357693,,2012-07-13T17:02:17,2012-07-13T17:02:17,,0,,,,2,1
25091107,1,,,2014-08-02T02:32:43,,0,272,1890313,,,,,2014-08-03T01:48:17,2,0,,,,2,1
10708159,2,,10708052,2012-05-22T18:48:15,,0,,473502,,,,,2012-05-22T18:48:15,,1,,,,2,1
11864570,2,,11864162,2012-08-08T12:29:50,,0,,1109771,,,,,2012-08-08T12:29:50,,1,,,,2,1
42768607,2,,42768276,2017-03-13T16:23:35,,1,,7621674,,,,,2017-03-13T16:23:35,,0,,,,1,1
27843495,2,,27841384,2015-01-08T15:20:51,,0,,3853717,,-1,,2017-05-23T11:43:39,2015-01-08T15:20:51,,0,,,,2,1
15795713,1,15798932,,2013-04-03T18:56:51,,0,205,2241590,,28768,,2013-04-09T14:57:56,2013-04-09T14:57:56,1,1,,,,3,1
4918173,2,,4916196,2011-02-07T04:55:09,,0,,427733,,,,,2011-02-07T04:55:09,,2,,,,3,1
12162817,1,12163201,,2012-08-28T15:40:50,,0,1832,443602,,,,,2014-07-24T18:15:14,3,0,,,,2,1
50656938,2,,50656813,2018-06-02T12:27:19,,0,,1028237,,,,,2018-06-02T12:27:19,,0,,,,1,1
48806040,1,48809658,,2018-02-15T11:22:03,,0,21,7122016,,,,,2018-02-15T14:32:36,1,1,,,,3,1
45451457,2,,45451277,2017-08-02T04:24:23,,2,,3559349,,,,,2017-08-02T04:24:23,,8,,,,9,1
38146823,2,,38142752,2016-07-01T13:33:17,,1,,3855578,,3855578,,2016-07-01T15:07:36,2016-07-01T15:07:36,,4,,,,7,1
13590397,1,13590456,,2012-11-27T18:09:12,,-1,61,1849708,,,,,2012-11-27T18:13:35,1,3,,2012-11-28T14:10:27,,5,1
11069217,2,,11068917,2012-06-17T05:47:42,,0,,321785,,1371070,,2013-03-18T17:50:46,2013-03-18T17:50:46,,1,,,,3,1
40840186,1,,,2016-11-28T08:47:11,,0,298,616341,,,,,2016-11-28T14:18:13,2,2,,,,4,1
45439709,2,,45439633,2017-08-01T13:47:28,,0,,8184941,,6053654,,2017-08-01T13:49:15,2017-08-01T13:49:15,,0,,,,2,1
30922221,2,,30909905,2015-06-18T17:44:55,,0,,4698299,,,,,2015-06-18T17:44:55,,0,,,,1,1
6006322,1,6006331,,2011-05-15T03:35:02,,2,607,362039,,,,,2011-05-15T03:40:26,2,0,,,,2,1
20896109,2,,20896060,2014-01-03T03:37:14,,0,,1239189,,,,,2014-01-03T03:37:14,,2,,,,3,1
11121434,2,,11084813,2012-06-20T14:07:39,,0,,416845,,,,,2012-06-20T14:07:39,,0,,,,1,1
12882703,2,,3978326,2012-10-14T13:31:35,,0,,603902,,,,,2012-10-14T13:31:35,,0,,,,1,1
21798062,2,,21797960,2014-02-15T13:14:49,,0,,3301760,,,,,2014-02-15T13:14:49,,0,,,,1,1
20681858,2,,20680693,2013-12-19T12:30:27,,0,,1480139,,,,,2013-12-19T12:30:27,,0,,,,1,1
44665965,1,44729609,,2017-06-21T02:37:08,,0,49,8069271,,8069271,,2017-06-30T18:20:12,2017-06-30T18:20:12,2,1,,,,6,1
20728878,2,,20728845,2013-12-22T11:28:04,,0,,2919798,,,,,2013-12-22T11:28:04,,1,,,,2,1
32549279,2,,32549076,2015-09-13T11:42:11,,1,,1712181,,266143,,2015-09-13T12:49:54,2015-09-13T12:49:54,,2,,,,6,1
11963220,2,,11954871,2012-08-15T02:06:02,,0,,1245596,,,,,2012-08-15T02:06:02,,0,,,,1,1
19999755,2,,19998471,2013-11-15T11:12:35,,5,,1120991,,1120991,,2013-11-15T11:20:42,2013-11-15T11:20:42,,7,,,,9,1
8013802,2,,7999674,2011-11-04T18:01:46,,0,,1017257,,,,,2011-11-04T18:01:46,,0,,,,1,1
43805625,2,,43348372,2017-05-05T12:58:54,,0,,1527934,,-1,,2017-05-23T12:26:13,2017-05-05T12:58:54,,0,,,,2,1
10449997,2,,10443368,2012-05-04T13:38:37,,2,,,user597225,,user597225,2012-05-23T16:06:33,2012-05-23T16:06:33,,1,,,,3,1
15992262,2,,15990059,2013-04-13T19:58:24,,0,,1957701,,1957701,,2013-04-14T20:11:19,2013-04-14T20:11:19,,2,,,,4,1
7081803,2,,7081726,2011-08-16T16:48:00,,0,,561309,,561309,,2011-08-16T16:54:13,2011-08-16T16:54:13,,7,,,,9,1
25914302,2,,25914076,2014-09-18T13:38:24,,1,,2263531,,,,,2014-09-18T13:38:24,,0,,,,1,1
38180337,2,,38180280,2016-07-04T08:46:00,,5,,5895830,,,,,2016-07-04T08:46:00,,0,,,,1,1
46461682,2,,46461079,2017-09-28T05:36:40,,0,,6099327,,,,,2017-09-28T05:36:40,,0,,,,1,1
12717155,2,,12713734,2012-10-03T21:26:00,,0,,396305,,,,,2012-10-03T21:26:00,,0,,,,1,1
11990366,1,11990412,,2012-08-16T15:15:31,,0,102,437932,,,,,2012-08-16T15:22:57,1,0,,,,2,1
17084992,2,,17084753,2013-06-13T10:40:04,,0,,1990587,,1871827,,2013-06-13T11:29:39,2013-06-13T11:29:39,,0,,,,2,1
6119067,2,,6113751,2011-05-25T03:00:32,,0,,8985,,,,,2011-05-25T03:00:32,,1,,,,2,1
3553500,2,,3544449,2010-08-24T04:05:50,,0,,111804,,,,,2010-08-24T04:05:50,,0,,,,1,1
27904544,2,,27858631,2015-01-12T14:42:18,,0,,3441557,,,,,2015-01-12T14:42:18,,0,,,,1,1
27786052,1,27786272,,2015-01-05T19:00:48,,2,901,,user4275254,1426065,,2015-01-05T19:05:17,2015-01-05T19:15:31,1,0,,,,3,1
9077839,2,,9068508,2012-01-31T10:19:51,,0,,952618,,,,,2012-01-31T10:19:51,,0,,,,1,1
23214559,2,,23214187,2014-04-22T08:40:08,,1,,1179023,,1179023,,2014-04-22T08:50:16,2014-04-22T08:50:16,,0,,,,2,1
10524865,2,,10487377,2012-05-09T22:16:01,,0,,513085,,,,,2012-05-09T22:16:01,,0,,,,1,1
4840733,2,,3240026,2011-01-30T02:18:23,,0,,107694,,,,,2011-01-30T02:18:23,,0,,,,1,1
24342854,1,,,2014-06-21T15:02:11,,0,50,3167350,,1843331,,2014-06-21T15:07:35,2014-07-09T18:34:33,1,0,,,,3,1
18610121,2,,18610016,2013-09-04T09:28:16,,3,,1606345,,,,,2013-09-04T09:28:16,,2,,,,3,1
8132476,2,,6397412,2011-11-15T06:45:36,,0,,280551,,,,,2011-11-15T06:45:36,,0,,,,1,1
585049,1,947187,,2009-02-25T07:28:34,,0,1880,38231,Tomas,38231,Tomas,2009-02-25T07:55:52,2009-06-03T20:54:28,1,0,,,,3,1
12767061,2,,4706594,2012-10-07T07:50:22,,0,,,user1003932,,,,2012-10-07T07:50:22,,0,,,,1,1
20051341,1,20053608,,2013-11-18T15:21:40,,0,64,987800,,,,,2013-11-18T17:09:23,1,0,,,,2,1
41830314,1,41858344,,2017-01-24T14:08:40,,2,50,2870492,,2870492,,2017-01-24T14:48:13,2017-01-25T17:54:24,1,0,,,,2,1
8123326,2,,8123271,2011-11-14T14:50:40,,0,,305644,,,,,2011-11-14T14:50:40,,1,,,,2,1
4244729,2,,4244635,2010-11-22T11:02:47,,0,,205270,,,,,2010-11-22T11:02:47,,2,,,,3,1
45607310,2,,45553188,2017-08-10T07:35:32,,0,,6172057,,,,,2017-08-10T07:35:32,,0,,,,1,1
15880066,1,,,2013-04-08T13:15:44,,0,54,121993,,,,,2013-04-08T13:15:44,0,2,,,,4,1
18292285,1,18309120,,2013-08-17T18:55:28,,0,45,2629203,,578411,,2013-08-17T18:56:35,2013-08-19T08:09:38,1,1,,,,5,1
21801456,2,,21801401,2014-02-15T18:02:22,,1,,1202025,,,,,2014-02-15T18:02:22,,0,,,,1,1
43942859,1,43956097,,2017-05-12T16:53:30,,5,146,7748022,,7748022,,2017-05-13T17:05:05,2017-05-13T19:01:57,1,0,,,,5,1
5405176,2,,5404832,2011-03-23T12:22:32,,2,,458137,,,,,2011-03-23T12:22:32,,0,,,,1,1
35358607,2,,8181749,2016-02-12T09:08:17,,0,,5917579,,,,,2016-02-12T09:08:17,,0,,,,1,1
8815393,2,,8808655,2012-01-11T07:02:25,,0,,603516,,-1,,2017-05-23T11:48:08,2012-01-11T07:02:25,,0,,,,2,1
33257492,2,,33257329,2015-10-21T10:56:09,,1,,2236219,,,,,2015-10-21T10:56:09,,1,,,,2,1
25115955,2,,25115754,2014-08-04T09:50:54,,0,,932727,,,,,2014-08-04T09:50:54,,0,,,,1,1
1203447,2,,1203383,2009-07-29T22:31:30,,0,,102896,,102896,,2009-07-29T22:39:29,2009-07-29T22:39:29,,0,,,,2,1
18885756,2,,18885631,2013-09-19T03:32:13,,0,,1750424,,1750424,,2013-09-19T03:41:51,2013-09-19T03:41:51,,8,,,,10,1
48854885,1,,,2018-02-18T18:01:44,,0,39,3903716,,,,,2018-02-18T18:01:44,0,0,,,,2,1
38195068,2,,38194976,2016-07-05T04:12:44,,6,,4923905,,,,,2016-07-05T04:12:44,,0,,,,1,1
7635700,2,,7635630,2011-10-03T13:31:53,,0,,88932,,-1,,2017-05-23T10:34:29,2011-10-03T13:31:53,,0,,,,2,1
25428167,2,,25427982,2014-08-21T13:53:07,,0,,3956321,,,,,2014-08-21T13:53:07,,1,,,,2,1
47122996,2,,23519213,2017-11-05T14:58:57,,-2,,5093298,,7311767,,2017-11-05T15:23:25,2017-11-05T15:23:25,,0,,,,3,1
13166788,2,,13166717,2012-10-31T20:16:35,,4,,366377,,166749,,2012-10-31T20:24:41,2012-10-31T20:24:41,,0,,,,2,1
6851431,2,,6847047,2011-07-27T21:26:15,,0,,253041,,766441,,2012-08-04T23:35:40,2012-08-04T23:35:40,,0,,,,2,1
