Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Count,Modified
5497374,2,,5497178,2011-03-31T08:55:35,,0,,"<p>Here is the answer to the similar question</p>&#xA;&#xA;<p><a href=""https://stackoverflow.com/questions/412264/progress-bar"">Progress Bar</a></p>&#xA;&#xA;<p>Well Nikita, you have to add the dropdown in the updatepanel.</p>&#xA;&#xA;<pre><code>&lt;asp:updatepanel id=""uppanel1"" runat=""server""&gt;&#xA;  &lt;asp:....................&gt;&#xA;&lt;/asp:updatepanel&gt;&#xA;&lt;asp:updateprogress&gt;&#xA;   ///////////// add the progress bar here.....&#xA;&lt;/asp:updateprogress&gt;&#xA;</code></pre>&#xA;",580878,,-1,,2017-05-23T12:04:14,2011-03-31T09:15:09,,,,4,,,,7,1
11053466,2,,11050770,2012-06-15T15:13:38,,2,,"<p>If I understand it right, you want to strip html tags, but to keep some specific ones ?&#xA;If that's the case - then just keep monitoring the start/end tags, and process them if needed. Example:</p>&#xA;&#xA;<pre><code>MY_TAGS = [""tag1"", ""tag2""]&#xA;&#xA;MLStripper(HTMLParser):&#xA;    def __init__(self):&#xA;        self.reset()&#xA;        self.fed = []&#xA;    def handle_data(self, d):&#xA;        self.fed.append(d)&#xA;    def get_data(self):&#xA;        return ''.join(self.fed)&#xA;&#xA;    def handle_starttag(self, tag, attrs):&#xA;        if tag in MY_TAGS:&#xA;            self.fed.append(""&lt;%s&gt;"" % tag) # tag is only string, no &lt; or &gt;.&#xA;    def handle_endtag(self, tag):&#xA;        if tag in MY_TAGS:&#xA;            self.fed.append(""&lt;/%s&gt;"" % tag)&#xA;</code></pre>&#xA;",323300,,,,,2012-06-15T15:13:38,,,,0,,,,1,1
47278638,2,,45694645,2017-11-14T05:57:46,,2,,<p>I agree with Jeff. Ken  Not sure if you should be giving any answers with this kind of attitude.</p>&#xA;&#xA;<p>The error message is misleading there is not project.json at least you cannot see it in the Visual Studio explorer.</p>&#xA;&#xA;<p>I had the same issue and have min and target version set to the same number but it would not build.</p>&#xA;&#xA;<p>The fix was to make sure in Nuget package manager setting to tick checkbox 'Allow Nuget to download missing packages' and the one below it as well and rebuild the project. </p>&#xA;,1082308,,,,,2017-11-14T05:57:46,,,,0,,,,1,1
35365526,2,,35365374,2016-02-12T14:51:39,,1,,"<p>PHP is not able to keep variable values between requests. This means that each time your script is called, the $bool-variable will be set to false. If you want to keep the value between requests you have to use sessions or, if you want the variable shared between sessions, some caching mechanism like APC or Memcache.</p>&#xA;",2380952,,,,,2016-02-12T14:51:39,,,,0,,,,1,1
35902536,2,,35900570,2016-03-09T21:02:30,,2,,"<p>The problem is, that you are creating a new <code>MvxMessengerHub</code> in your static class, but (<strong>I guess</strong>) inject <code>IMvxMessenger</code> in your consuming classes, which is created by MvvMCross during the initialization lifecycle and so a different instance.</p>&#xA;&#xA;<p>The easy solution would be to initialize it in your <strong>App.cs</strong> like</p>&#xA;&#xA;<pre><code>public class App : Cirrious.MvvmCross.ViewModels.MvxApplication&#xA;{&#xA;    public override void Initialize()&#xA;    {&#xA;        // ...&#xA;&#xA;        var m = Cirrious.CrossCore.Mvx.Resolve&lt;IMvxMessenger&gt;();&#xA;        GoogleAnalyticsWrapper.Initialize(m); &#xA;        // ...&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>With a wrapper like this</p>&#xA;&#xA;<pre><code>public static class GoogleAnalyticsWrapper&#xA;{&#xA;    static void Initialize(IMvxMessenger messenger)&#xA;    {&#xA;        Gai.SharedInstance.DispatchInterval = 60;&#xA;        Gai.SharedInstance.TrackUncaughtExceptions = true;&#xA;        Gai.SharedInstance.GetTracker(TrackingId); &#xA;&#xA;        screenNameToken = messenger.Subscribe&lt;GaScreenNameMessage&gt;((m) =&gt; SetScreenName(m));&#xA;&#xA;        int count = messenger.CountSubscriptionsFor&lt;GaScreenNameMessage&gt;();&#xA;&#xA;        eventToken = messenger.Subscribe&lt;GaEventMessage&gt;(CreateEvent);&#xA;        exceptionToken = messenger.Subscribe&lt;GaExceptionMessage&gt;(CreateException);&#xA;        performanceToken = messenger.Subscribe&lt;GaPerformanceTimingMessage&gt;(CreatePerformanceMetric);&#xA;        publishToken = messenger.Subscribe&lt;GaPublishMessage&gt;(PublishAll);&#xA;    }&#xA;&#xA;    // ...&#xA;}   &#xA;</code></pre>&#xA;&#xA;<h2><strong>Advanced Hint</strong></h2>&#xA;&#xA;<p>But as far as I see, you don't even need messaging for this case, because it's one to one ""communication"". I think it would be nice, if you move the functionality of your GoogleAnalyticsWrapper into a well defined Service like:</p>&#xA;&#xA;<pre><code>interface ITrackingService&#xA;{  &#xA;    void SetScreenName(GaScreenNameMessage message);&#xA;    void CreateEvent(GaEventMessage message);&#xA;    void CreateException(GaExceptionMessage message);&#xA;    void CreatePerformanceMetric(GaPerformanceTimingMessage message);&#xA;    void PublishAll(GaPublishMessage message);&#xA;}&#xA;&#xA;public class GoogleAnalyticsTrackingService : ITrackingService&#xA;{&#xA;    private const string TrackingId = ""xxxxxxxxxxx"";&#xA;&#xA;    public GoogleAnalyticsTrackingService()&#xA;    {&#xA;        Gai.SharedInstance.DispatchInterval = 60;&#xA;        Gai.SharedInstance.TrackUncaughtExceptions = true;&#xA;&#xA;        Gai.SharedInstance.GetTracker(TrackingId);&#xA;    }&#xA;&#xA;    public void SetScreenName(GaScreenNameMessage message) &#xA;    {&#xA;        Gai.SharedInstance.DefaultTracker.Set(GaiConstants.ScreenName, message.ScreenName);&#xA;        Gai.SharedInstance.DefaultTracker.Send(DictionaryBuilder.CreateScreenView().Build());&#xA;    }&#xA;&#xA;    public void CreateEvent(GaEventMessage message) &#xA;    {&#xA;        Gai.SharedInstance.DefaultTracker.Send(DictionaryBuilder.CreateEvent(message.Category, message.Action, message.Label, message.Number).Build());&#xA;    }   &#xA;&#xA;    private void CreateException(GaExceptionMessage message) &#xA;    {&#xA;        Gai.SharedInstance.DefaultTracker.Send(DictionaryBuilder.CreateException(message.ExceptionMessage, message.IsFatal).Build());&#xA;    }&#xA;&#xA;    private void CreatePerformanceMetric(GaPerformanceTimingMessage message)&#xA;    {&#xA;        Gai.SharedInstance.DefaultTracker.Send(DictionaryBuilder.CreateTiming(message.Category, message.Milliseconds, message.Name, message.Label).Build());&#xA;    }&#xA;&#xA;    private void PublishAll(GaPublishMessage message) &#xA;    {&#xA;        Gai.SharedInstance.Dispatch();&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>That has to be registered in your App</p>&#xA;&#xA;<pre><code>Mvx.LazyConstructAndRegisterSingleton&lt;ITrackingService, GoogleAnalyticsTrackingService&gt;();&#xA;</code></pre>&#xA;&#xA;<p>And can be consumed with constructor injection or manual resolves</p>&#xA;&#xA;<pre><code>class MyViewModel : MvxViewModel &#xA;{&#xA;    public MyViewModel(ITrackingService tracking)&#xA;    {&#xA;         tracking.CreateEvent(new GaEventMessage(this, ""Event"", ""Publish Event"", ""Publish Event From First View Model"", 123));&#xA;    }&#xA;}&#xA;&#xA;// or&#xA;class MyViewModel : MvxViewModel &#xA;{&#xA;    public MyViewModel()&#xA;    {&#xA;         var tracking = Mvx.Resolve&lt;ITrackingService&gt;();&#xA;         tracking.CreateEvent(new GaEventMessage(this, ""Event"", ""Publish Event"", ""Publish Event From First View Model"", 123));&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>There is still one Problem: The interface has still a dependency to google analytics. But the dependency can be easily removed by using multiple parameters instead of a parameter object.</p>&#xA;&#xA;<pre><code>interface ITrackingService&#xA;{&#xA;    void CreateEvent(string eventName, string title, string message, params object[] additionalParams);&#xA;    // ...&#xA;} &#xA;&#xA;// call:&#xA;tracking.CreateEvent(""Event"", ""Publish Event"", ""Publish Event From First View Model"", 123);&#xA;</code></pre>&#xA;&#xA;<p>With this, you are able to unit test it and exchange the tracking service with litte effort, if your stakeholders decide to switch to adobe omniture or whatever.</p>&#xA;",1489968,,,,,2016-03-09T21:02:30,,,,1,,,,2,1
24007930,1,,,2014-06-03T05:45:55,,0,81,"<p>I wanted to walk through the spring code. For that I downloaded the Spring source, built it using Gradle. But now the issues is that for each spring .jar (i.e spring-aop, spring-sapects etc) I have to manually attach the jar.</p>&#xA;&#xA;<p>Attaching each jar manually is very tedious. Is there any better solution to attach source. May be attaching the parent source folder for each .jar. My build folder looks like:&#xA;<img src=""https://i.stack.imgur.com/QEhlS.png"" alt=""enter image description here""></p>&#xA;",2026416,,,,,2014-06-03T10:26:03,Attaching source in eclipse,<eclipse><spring>,1,0,,,,2,1
46482396,2,,40633823,2017-09-29T05:37:21,,0,,<p>You escape json braces { } by adding additional ones {{ }}.&#xA;I assume you could some online utility to help you escape json characters easily.</p>&#xA;,2153348,,,,,2017-09-29T05:37:21,,,,0,,,,1,1
12775835,1,,,2012-10-08T05:33:49,,0,310,"<p>I have a text file which can contain a mix of Chinese, Japanese, Korean (CJK) and English characters. I have to validate the file for English characters. The file can be allowed to contain CJK characters only when a line begins with the '$' character, which represents a comment in my text file. Searching through the net, I found out that I can use <code>fgetws()</code> and the <code>wchar_t</code> type to read wide chars.</p>&#xA;&#xA;<p>Q1) But I am wondering how CJK characters would be stored in my text file - what byte order etc.</p>&#xA;&#xA;<p>Q2) How can I loop through CJK characters. Since Unicode characters can have 1 to 6 bytes, I cannot use i++.</p>&#xA;&#xA;<p>Any help would be appreciated.</p>&#xA;&#xA;<p>Thanks a lot.</p>&#xA;",1387429,,1136195,,2012-10-09T10:34:09,2012-10-09T12:08:45,Reading CJK characters from an input file in C,<c><unicode><utf-8><cjk><wchar>,3,0,,,,4,1
20913054,1,20913092,,2014-01-03T21:32:27,,2,89,"<pre><code>function getMonths() {&#xA;        $data[] = array('key' =&gt; 01, 'name' =&gt; 'January');&#xA;        $data[] = array('key' =&gt; 02, 'name' =&gt; 'February');&#xA;        $data[] = array('key' =&gt; 03, 'name' =&gt; 'March');&#xA;        $data[] = array('key' =&gt; 04, 'name' =&gt; 'April');&#xA;        $data[] = array('key' =&gt; 05, 'name' =&gt; 'May');&#xA;        $data[] = array('key' =&gt; 06, 'name' =&gt; 'June');&#xA;        $data[] = array('key' =&gt; 07, 'name' =&gt; 'July');&#xA;        $data[] = array('key' =&gt; 08, 'name' =&gt; 'August');&#xA;        $data[] = array('key' =&gt; 09, 'name' =&gt; 'September');&#xA;        $data[] = array('key' =&gt; 10, 'name' =&gt; 'October');&#xA;        $data[] = array('key' =&gt; 11, 'name' =&gt; 'November');&#xA;        $data[] = array('key' =&gt; 12, 'name' =&gt; 'December');&#xA;        error_log(""data:"");&#xA;        error_log(print_r($data,1));&#xA;&#xA;        return $data;&#xA;    }&#xA;</code></pre>&#xA;&#xA;<p>For some reason I can't fathom, August and September's keys are 0 when I <code>print_r</code> the <code>$data</code> array, instead of 08 and 09. </p>&#xA;&#xA;<pre><code>[03-Jan-2014 15:28:26] data:&#xA;[03-Jan-2014 15:28:26] Array&#xA;(&#xA;    [0] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 1&#xA;            [name] =&gt; January&#xA;        )&#xA;&#xA;    [1] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 2&#xA;            [name] =&gt; February&#xA;        )&#xA;&#xA;    [2] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 3&#xA;            [name] =&gt; March&#xA;        )&#xA;&#xA;    [3] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 4&#xA;            [name] =&gt; April&#xA;        )&#xA;&#xA;    [4] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 5&#xA;            [name] =&gt; May&#xA;        )&#xA;&#xA;    [5] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 6&#xA;            [name] =&gt; June&#xA;        )&#xA;&#xA;    [6] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 7&#xA;            [name] =&gt; July&#xA;        )&#xA;&#xA;    [7] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 0&#xA;            [name] =&gt; August&#xA;        )&#xA;&#xA;    [8] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 0&#xA;            [name] =&gt; September&#xA;        )&#xA;&#xA;    [9] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 10&#xA;            [name] =&gt; October&#xA;        )&#xA;&#xA;    [10] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 11&#xA;            [name] =&gt; November&#xA;        )&#xA;&#xA;    [11] =&gt; Array&#xA;        (&#xA;            [key] =&gt; 12&#xA;            [name] =&gt; December&#xA;        )&#xA;&#xA;)&#xA;</code></pre>&#xA;&#xA;<p>What am I missing here?</p>&#xA;",341611,,,,,2014-01-04T01:45:58,Why is this array key being set to zero?,<php><arrays>,4,1,,,,3,1
13225208,1,13225236,,2012-11-05T02:26:00,,0,2317,"<p>What i want to do is to match allow user to enter for example ID and match that ID with some vector and print it. Here is how my class looks like. (I am trying to do an inventory program).</p>&#xA;&#xA;<pre><code>class Item{&#xA;private:&#xA;  string month;&#xA;  string name;&#xA;  int ID;&#xA;  int actual_qunatity;&#xA;&#xA;public:&#xA;  void print()const;&#xA;  void report();&#xA;  void getdata();&#xA;  void setname (string itemname){name=itemname;}&#xA;  void setID(int setID){ID=setID;}&#xA;};&#xA;class Inventory{&#xA;public:&#xA;  void print2()const;&#xA;  void report();&#xA;  void getdata();&#xA;  void sale();&#xA;private:&#xA;      vector&lt;Item&gt;items;&#xA;};&#xA;</code></pre>&#xA;&#xA;<p>after adding elements to the vector i want to find some element in the vector and print it. here is </p>&#xA;&#xA;<pre><code>void Inventory::sale(){                                                                                                                                                               &#xA;  int ID;&#xA;  cout&lt;&lt;""Enter ID "";&#xA;  cin&gt;&gt;ID;&#xA;  vector&lt;Item&gt;::const_iterator it;&#xA;  it=find(items.begin(), items.end(), ID);&#xA;  ++it;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>but i get an error: no matching function for call to 'find(std::vector::iterator, std::vector::iterator, int&amp;)'</p>&#xA;",1748419,,485561,,2012-11-05T14:39:50,2012-11-05T14:39:50,matching elements in a vector,<c++>,3,0,,,,3,1
4587499,2,,4587423,2011-01-03T19:14:24,,0,,"<p>It looks like you need to set the Overwrite flag to something.  Here is an example:</p>&#xA;&#xA;<pre><code>using (ZipFile zipnew = ZipFile.Read(strPath)) { foreach (ZipEntry zenew in zipnew)        &#xA;   {&#xA;      zenew.filename=""c:\temp\images\fish2.jpg""&#xA;      exPath = ""c:\temp\members\12\images""&#xA;      zenew.Extract(exPath, ExtractExistingFileAction.OverwriteSilently);&#xA;   }&#xA;</code></pre>&#xA;",192514,,,,,2011-01-03T19:14:24,,,,0,,,,1,1
33171115,1,33171240,,2015-10-16T12:58:09,,0,71,"<p>Question is I have this button that when clicked I would like it open a file for me inside of a specific executable.</p>&#xA;&#xA;<p>I am a tad rusty on c++ and this is a legacy application using c++ 6.0&#xA;built on windows xp.....So any help would be greatly appreciated!</p>&#xA;&#xA;<p>Here is my code cpp</p>&#xA;&#xA;<pre><code>void CJunkView::OnCadkeyButton() &#xA;&#xA;  {&#xA;   CString fileToOpen = ""C:\\Documents and Settings\\Administrator\\Desktop\\x.prt"";&#xA;   CString exePath = ""C:\\CK19\\Ckwin.exe"";&#xA;   system (""start (exePath), (fileToOpen)"");&#xA;  }&#xA;</code></pre>&#xA;&#xA;<p>When I click this button it returns this Windows cannot find 'exePath,'.Make sure you typed the name correctly and then try again.</p>&#xA;",5388953,,1441,,2015-10-16T13:56:42,2015-10-17T22:22:56,How can I open a file inside of an exe inside of my c++ app,<c++><visual-c++><mfc>,1,2,,,,4,1
42671926,2,,42660886,2017-03-08T12:52:44,,1,,"<p>You could look at using the <a href=""https://github.com/serilog/serilog/wiki/Enrichment"" rel=""nofollow noreferrer"">Enrichment</a> feature</p>&#xA;&#xA;<p>As per the documentation from the link, you would construct your logger similar to </p>&#xA;&#xA;<pre><code>var log = new LoggerConfiguration()&#xA;.Enrich.WithThreadId()&#xA;.WriteTo.Console()&#xA;.CreateLogger();&#xA;</code></pre>&#xA;&#xA;<p>""All events written through log will carry a property ThreadId with the id of the managed thread that wrote them. (By convention, any .WithXyz() methods on Enrich create properties named Xyz.)""</p>&#xA;&#xA;<p>An example on Github is <a href=""https://github.com/serilog-web/classic"" rel=""nofollow noreferrer"">SerilogWeb.Classic</a>. It provides a number of enrichers to capture certain information from the Request, e.g.</p>&#xA;&#xA;<pre><code>var log = new LoggerConfiguration()&#xA;.WriteTo.ColoredConsole()&#xA;.Enrich.With&lt;HttpRequestIdEnricher&gt;()&#xA;.Enrich.With&lt;UserNameEnricher&gt;()&#xA;.CreateLogger();&#xA;</code></pre>&#xA;&#xA;<p>You could follow a similar apporach, creating an enricher that captures the information you always want to output in your logs, then initialising your logger using the enricher. </p>&#xA;",1538039,,,,,2017-03-08T12:52:44,,,,1,,,,2,1
7444065,1,7446000,,2011-09-16T11:33:31,,1,64,"<p>Is there a way to provide a username and password through link to document to access a document in a document library in MOSS 2007?</p>&#xA;&#xA;<p>I mean: <a href=""http://server/DocumentLibrary1/document.xml?username=admin&amp;password=P@ssw0rd"" rel=""nofollow"">http://server/DocumentLibrary1/document.xml?username=admin&amp;password=P@ssw0rd</a></p>&#xA;",284420,,468793,,2012-05-04T12:44:00,2012-05-04T12:44:00,Access a document in a document library using username and password in query string?,<security><authentication><sharepoint-2007><query-string><moss>,1,0,,,,2,1
13008392,1,13008428,,2012-10-22T09:26:53,,0,1508,"<p>I have tried to print values of my PHP object '$mon' which is having average of all months.....</p>&#xA;&#xA;<p>and My code for data fetch is as</p>&#xA;&#xA;<pre><code>$result = mysql_query(""SELECT b_year, sum(m1) as m1, sum(m2) as m2, sum(m3) as m3, sum(m4) as m4, sum(m5) as m5, sum(m6) as m6, sum(m7) as m7, sum(m8) as m8, sum(m9) as m9, sum(m10) as m10, sum(m11) as m11, sum(m12) as m12  &#xA;            from s_budgets as b INNER JOIN users as u on b.u_id = u.id WHERE b_year=YEAR( CURDATE( ) )&#xA;GROUP BY b_year "" );&#xA;$mon=mysql_fetch_array($result)&#xA;</code></pre>&#xA;&#xA;<p>and my code for Displaying those values are as below....</p>&#xA;&#xA;<pre><code> &lt;?php echo $mon-&gt;m4;?&gt;,&#xA; &lt;?php echo $mon-&gt;m5;?&gt;,&#xA; &lt;?php echo $mon-&gt;m6;?&gt;,&#xA;</code></pre>&#xA;&#xA;<p>how can I print the object '$mon' with its several properties?</p>&#xA;",1740184,,156481,,2012-10-22T09:29:59,2012-12-12T09:46:57,How can I print Object's value in PHP which is fetched row from SQL?,<php><sql>,4,1,,,,4,1
47122066,2,,47122028,2017-11-05T13:23:00,,0,,"<p><code>chunk1 = """"</code> can you move this outside for loop. </p>&#xA;",5671926,,,,,2017-11-05T13:23:00,,,,0,,,,1,1
22970818,1,22971725,,2014-04-09T18:19:30,,0,65,"<p>I am trying the render the template through my js like below </p>&#xA;&#xA;<pre><code>Template.customerclaim({data:""""}); &#xA;</code></pre>&#xA;&#xA;<p>It was working fine in previous version of meteorjs with the new update it is throwing error &#xA;<code>Property 'customerclaim' of object #&lt;Object&gt; is not a function</code>.</p>&#xA;",616186,,16308,,2014-04-09T18:50:19,2014-04-10T18:10:29,Meteorjs Template.foo() is not working,<javascript><node.js><meteor><meteor-blaze>,1,0,,,,3,1
24376747,2,,24372182,2014-06-24T00:49:12,,1,,"<p>First off, the line var ob = this; just creates a reference variable to ""this"". Setting this variable to null will not make it delete itself. It will just re-reference the variable you just created to null again, so those 2 lines are useless.</p>&#xA;&#xA;<p>Because you've contained your local variable noserviceWindow within the scope of the function onNoServiceAvailable, it should automatically be marked for Garbage Collection when there are no more references to it. If your profiler is recognizing it's existence, then there is probably another reference to it somewhere in your code.</p>&#xA;",1470467,,,,,2014-06-24T00:49:12,,,,0,,,,1,1
25905949,2,,17601247,2014-09-18T06:44:00,,0,,"<p>Your doing reverse comparision. Just change the content it will work. Like&#xA;trigger off;&#xA;tcl;</p>&#xA;&#xA;<p>eval {&#xA;    set pattern ""g_renamed_d""&#xA;    set name ""g_renamed*""&#xA;    if { [string match -nocase ""$name"" ""$pattern""] } {<br>&#xA;        puts "" matched!"" &#xA;    } else {&#xA;        puts "" not matched!!!!!""&#xA;    }<br>&#xA;}</p>&#xA;",2318124,,,,,2014-09-18T06:44:00,,,,0,,,,1,1
12812770,2,,12812714,2012-10-10T05:51:58,,3,,"<p>you can try this css:</p>&#xA;&#xA;<pre><code>html, body{&#xA;margin:0;&#xA;padding:0;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>and this css for header and footer and content div:</p>&#xA;&#xA;<pre><code>header, footer, #content{&#xA;min-width: 1000px;&#xA;}&#xA;</code></pre>&#xA;",1726342,,,,,2012-10-10T05:51:58,,,,0,,,,1,1
43645330,1,43645474,,2017-04-26T22:08:47,,1,79,"<p>I found that only when I break out a <code>observer</code> into a behavior, no change will be detected. Are observers not able to be used in behaviors? </p>&#xA;&#xA;<pre><code>    &lt;iron-ajax&#xA;      auto=""[[activated]]""&#xA;      url=""[[HOST]][[LISTINGS]]/[[listingNumber]]""&#xA;      handle-as=""json""&#xA;      verbose=""true""&#xA;      with-credentials=""true""&#xA;      on-error=""_error""&#xA;      loading=""{{loading}}""&#xA;      last-error=""{{apiError}}""&#xA;      last-response=""{{listing}}""&gt;&lt;/iron-ajax&gt;&#xA;&#xA;  &lt;/template&gt;&#xA;&#xA;  &lt;script&gt;&#xA;    Polymer({&#xA;      is: 'single-listing',&#xA;      behaviors: [ApiConstants, IronAjaxHelpers],&#xA;</code></pre>&#xA;&#xA;<hr>&#xA;&#xA;<pre><code> &lt;script&gt;&#xA;  IronAjaxHelpers = {&#xA;    listingNumber: {&#xA;      type: Number,&#xA;      value: 0,&#xA;      notify: true&#xA;    },&#xA;    activated: {&#xA;      type: Boolean,&#xA;      value: false,&#xA;      observer: 'setListingNumber'&#xA;    },&#xA;    setListingNumber: function(newValue, oldValue) {&#xA;      console.log(newValue);  &#xA;      //this.listingNumber = id;&#xA;      if (newValue === true) {&#xA;        this.listingNumber = app.listingNumber;&#xA;      }&#xA;    }&#xA;  };&#xA;&lt;/script&gt;&#xA;</code></pre>&#xA;",1483954,,,,,2017-04-26T22:20:09,Observer will not work in a behavior?,<polymer><polymer-1.0>,1,0,,,,2,1
22418347,1,,,2014-03-15T01:11:42,,0,57,"<p>I'm pretty horrible at regex and have tried learning all of the parameters for it but can never get it right, I have my code here and it just isn't working... Can anyone spot my error?</p>&#xA;&#xA;<p>Also if you'd like to see the page source, just uncomment out the echo($out); and you can view the link between the tags. Thanks a lot guys!</p>&#xA;&#xA;<pre><code>&lt;?php&#xA;&#xA;$i = 0;&#xA;$delimiter = '#';&#xA;$startTag = '&lt;img height="".*"" src=""';&#xA;$endTag = '"" width="".*""&gt;';&#xA;$out = file_get_contents(""https://www.google.com/search?q=images&amp;safe=off&amp;source=lnms&amp;tbm=isch&amp;sa=X&amp;ei=-6MjU6z_BMTerAHRvoCYDg&amp;ved=0CAcQ_AUoAQ&amp;biw=1366&amp;bih=664"");&#xA;$regex = $delimiter . preg_quote($startTag, $delimiter) &#xA;                    . '(.*?)' &#xA;                    . preg_quote($endTag, $delimiter) &#xA;                    . $delimiter &#xA;                    . 's';&#xA;$AllImages = preg_match_all($regex,$out,$image);&#xA;foreach($AllImages as $Link) {&#xA;echo($Link[$i] . ""\n"");&#xA;$i++;&#xA;}&#xA;//echo($out); to get the tag &lt;img height="".*"" src=""     and    "" width="".*""&gt;&#xA;</code></pre>&#xA;",3238707,,1679849,,2014-03-15T01:40:22,2014-03-15T02:14:26,PHP Regex between two tags,<php><regex>,1,5,,,,7,1
23155756,2,,23155746,2014-04-18T14:03:59,,0,,"<p>This will get you the date two days ago and today.</p>&#xA;&#xA;<pre><code>$two_days_ago = date('Y-m-d', strtotime('-2 days'));&#xA;$today = date('Y-m-d');&#xA;</code></pre>&#xA;&#xA;<p>This is the basic structure of the query that will get the rows that are on or between those dates. If your date column is indexed this query will utilize it for performance.</p>&#xA;&#xA;<pre><code>$query = ""SELECT * FROM tablename WHERE datecol &gt;= '{$two_days_ago}' AND datecol &lt;= '{$today}'"";&#xA;</code></pre>&#xA;",250259,,250259,,2014-04-18T14:10:51,2014-04-18T14:10:51,,,,0,,,,2,1
24871569,2,,24871463,2014-07-21T17:54:44,,1,,"<p>Ah those parentheses ;-) It's <code>(car assoc_list)</code>, not <code>car(assoc_list)</code>:</p>&#xA;&#xA;<pre><code>(define (lookup name assoc_list) &#xA;  (cond&#xA;    ((null? assoc_list) '())&#xA;    ((equal? name (car (car assoc_list))) (car assoc_list)) ; &lt;------&#xA;    (else (lookup name (cdr assoc_list)))))&#xA;</code></pre>&#xA;&#xA;<p>Note that you can simplify <code>(car (car x))</code> to <code>(caar x)</code>:</p>&#xA;&#xA;<pre><code>(define (lookup name assoc_list) &#xA;  (cond&#xA;    ((null? assoc_list) '())&#xA;    ((equal? name (caar assoc_list)) (car assoc_list))&#xA;    (else (lookup name (cdr assoc_list)))))&#xA;</code></pre>&#xA;",1193075,,,,,2014-07-21T17:54:44,,,,0,,,,1,1
47184759,2,,47178676,2017-11-08T16:24:27,,1,,"<p>If you are using reflection to get and invoke your method, the linker will not see it directly invoked. Hence when building your app in Release mode the Linker will strip the code out.</p>&#xA;&#xA;<p>To prevent this you need to hint the Linker that it should not remove this code.</p>&#xA;&#xA;<p>One way of doing this is to create a class which never is invoked at runtime, but is enough to hin the linker:</p>&#xA;&#xA;<pre><code>[Preserve(AllMembers = true)]&#xA;public class LinkerPleaseInclude&#xA;{&#xA;    public void Include(SQLiteAsyncConnection connection)&#xA;    {&#xA;        connection.CreateTableAsync();&#xA;    }&#xA;}&#xA;</code></pre>&#xA;",368379,,,,,2017-11-08T16:24:27,,,,0,,,,1,1
43672550,2,,43669655,2017-04-28T05:25:07,,0,,<p>According to your code it is expected to create <code>source</code> with null field. Because of <code>landslide.sources.create</code> here you are creating <code>source</code> with out any attribute values. </p>&#xA;&#xA;<p>To successfully save <code>source</code> follow the following step.</p>&#xA;&#xA;<ol>&#xA;<li>build <code>source</code> on controller's new method&#xA;<code>&#xA;def new&#xA;    @landslide = Landslide.new&#xA;    @landslide.sources.build&#xA;end&#xA;</code></li>&#xA;<li><p>User <code>@landslide</code> (declared on <code>new</code>) on the form &#xA;<code>= form_for @landslide</code> and other thing will remain same.</p></li>&#xA;<li><p>remove <code>landslide.sources.create</code> from your <code>landslide_controller.rb</code> because <code>source</code> will save automatically after saving <code>landslide</code>.</p></li>&#xA;</ol>&#xA;&#xA;<p>Hope above changes will solve your problem.</p>&#xA;,2578693,,,,,2017-04-28T05:25:07,,,,8,,,,9,1
